timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2021-03-01,120.35,122.32,119.8649,120.74,119.393884432,5715767,0.0000,1.0
2021-02-26,122.25,122.25,118.88,118.93,117.604063902,8868848,0.0000,1.0
2021-02-25,123.37,124.35,122.335,122.47,121.104596873,5672671,0.0000,1.0
2021-02-24,120.8,123.49,120.52,123.21,121.836346703,5819983,0.0000,1.0
2021-02-23,120.92,121.35,119.8,120.71,119.364218899,4531464,0.0000,1.0
2021-02-22,118.5,121.125,118.44,120.86,119.512546567,5838841,0.0000,1.0
2021-02-19,120.75,120.76,118.38,118.99,117.663394969,6578741,0.0000,1.0
2021-02-18,120.5,120.94,119.7,120.73,119.383995921,5399145,0.0000,1.0
2021-02-17,119.27,120.56,119.02,119.97,118.632469069,3949876,0.0000,1.0
2021-02-16,120.15,120.6,119.36,120.07,118.731354181,6639790,0.0000,1.0
2021-02-12,121.0,121.36,120.09,120.8,119.4532155,3871195,0.0000,1.0
2021-02-11,122.0,122.205,120.63,120.91,119.561989123,5381556,0.0000,1.0
2021-02-10,123.03,123.41,121.2138,122.24,120.877161115,4831858,0.0000,1.0
2021-02-09,121.9,122.5953,121.05,122.1,120.738721958,4661655,1.6300,1.0
2021-02-08,122.62,123.9767,122.4,123.61,120.62162306,5887999,0.0000,1.0
2021-02-05,121.0,121.81,120.52,121.79,118.845623109,4565727,0.0000,1.0
2021-02-04,119.91,121.1,118.87,121.02,118.094238514,4562124,0.0000,1.0
2021-02-03,119.04,119.8,118.12,119.12,116.240172631,6715366,0.0000,1.0
2021-02-02,119.36,121.0,119.28,119.44,116.552436359,6311881,0.0000,1.0
2021-02-01,119.9,120.95,118.73,120.54,117.625842922,6250508,0.0000,1.0
2021-01-29,120.22,121.3,118.9,119.11,116.230414389,11825496,0.0000,1.0
2021-01-28,122.8,123.2,120.07,120.08,117.176963814,8084051,0.0000,1.0
2021-01-27,122.08,124.79,121.6214,122.47,119.50918353,12146541,0.0000,1.0
2021-01-26,119.18,122.59,118.42,122.49,119.528700013,10694708,0.0000,1.0
2021-01-25,118.7624,119.538,117.45,118.58,115.71322759,13686391,0.0000,1.0
2021-01-22,120.7,120.7,117.36,118.61,115.742502315,38063533,0.0000,1.0
2021-01-21,130.12,132.24,130.05,131.65,128.467249218,12819233,0.0000,1.0
2021-01-20,129.7,131.06,128.56,130.08,126.935205304,5598705,0.0000,1.0
2021-01-19,129.28,129.59,128.0885,129.02,125.900831706,5397956,0.0000,1.0
2021-01-15,128.28,129.24,127.67,128.39,125.286062492,4905506,0.0000,1.0
2021-01-14,128.02,130.16,127.55,128.97,125.852040499,7503180,0.0000,1.0
2021-01-13,129.15,129.75,126.455,126.92,123.851600993,7677739,0.0000,1.0
2021-01-12,129.09,129.85,127.94,129.21,126.086238294,3729068,0.0000,1.0
2021-01-11,127.95,129.675,127.66,128.58,125.471469081,5602466,0.0000,1.0
2021-01-08,128.57,129.32,126.98,128.53,125.422677873,4676487,0.0000,1.0
2021-01-07,130.04,130.46,128.26,128.99,125.871556982,4507382,0.0000,1.0
2021-01-06,126.9,131.88,126.72,129.29,126.164304226,7956740,0.0000,1.0
2021-01-05,125.01,126.68,124.61,126.14,123.090458157,6114619,0.0000,1.0
2021-01-04,125.85,125.9174,123.04,123.94,120.943645029,5179161,0.0000,1.0
2020-12-31,124.22,126.03,123.99,125.88,122.836743878,3574696,0.0000,1.0
2020-12-30,123.8,124.85,123.63,124.34,121.333974689,3380494,0.0000,1.0
2020-12-29,125.35,125.48,123.24,123.8,120.807029648,3487007,0.0000,1.0
2020-12-28,125.1,126.6,124.46,124.82,121.80237028,3583222,0.0000,1.0
2020-12-24,125.0,125.1,124.21,124.69,121.675513141,1761122,0.0000,1.0
2020-12-23,123.88,125.21,123.74,123.9,120.904612063,2693889,0.0000,1.0
2020-12-22,123.31,124.22,122.41,123.61,120.62162306,4337757,0.0000,1.0
2020-12-21,123.97,124.18,121.72,123.39,120.406941747,6115671,0.0000,1.0
2020-12-18,125.59,126.4,124.97,125.85,122.807469154,7552845,0.0000,1.0
2020-12-17,126.08,126.09,124.91,125.55,122.514721909,3787962,0.0000,1.0
2020-12-16,125.93,126.5728,125.286,125.55,122.514721909,4530096,0.0000,1.0
2020-12-15,124.39,125.93,123.44,125.93,122.885535086,4359601,0.0000,1.0
2020-12-14,125.32,126.2435,123.47,123.53,120.543557128,5050023,0.0000,1.0
2020-12-11,124.08,125.51,123.61,124.27,121.265666998,4481416,0.0000,1.0
2020-12-10,126.35,126.93,124.94,124.96,121.938985661,4803172,0.0000,1.0
2020-12-09,125.8,127.69,125.7,126.79,123.724743854,6513517,0.0000,1.0
2020-12-08,125.32,126.33,124.64,125.71,122.670853773,5395024,0.0000,1.0
2020-12-07,126.49,126.97,124.57,124.7,121.685271382,8318500,0.0000,1.0
2020-12-04,123.97,127.38,123.64,127.2,124.124831755,5522760,0.0000,1.0
2020-12-03,124.16,124.86,123.29,123.61,120.62162306,4548161,0.0000,1.0
2020-12-02,122.85,124.64,122.41,124.62,121.60720545,3690737,0.0000,1.0
2020-12-01,123.9,125.83,123.08,123.16,120.182502193,5099334,0.0000,1.0
2020-11-30,124.1,125.0,123.09,123.52,120.533798887,5987991,0.0000,1.0
2020-11-27,124.2,125.313,123.91,124.35,121.34373293,2091186,0.0000,1.0
2020-11-25,122.93,124.33,122.11,124.2,121.197359308,4135894,0.0000,1.0
2020-11-24,120.86,124.73,120.805,124.42,121.412040621,7535949,0.0000,1.0
2020-11-23,117.43,120.515,117.27,120.09,117.186722055,5655119,0.0000,1.0
2020-11-20,117.6,118.04,116.69,116.94,114.112875986,5024593,0.0000,1.0
2020-11-19,116.54,117.45,115.89,117.18,114.347073782,3439648,0.0000,1.0
2020-11-18,117.72,118.88,116.75,116.77,113.946985881,4606828,0.0000,1.0
2020-11-17,117.6,118.54,117.07,117.7,114.854502339,4134455,0.0000,1.0
2020-11-16,118.3,118.55,117.12,118.36,115.498546278,5293385,0.0000,1.0
2020-11-13,115.19,117.37,115.01,116.85,114.025051813,4683512,0.0000,1.0
2020-11-12,115.63,116.37,113.48,114.5,111.731865062,6500799,0.0000,1.0
2020-11-11,118.12,118.35,116.22,117.2,114.366590265,4289601,0.0000,1.0
2020-11-10,116.69,118.17,116.25,117.91,115.059425411,5622756,0.0000,1.0
2020-11-09,117.88,119.74,115.27,115.53,112.736963936,8992152,1.6300,1.0
2020-11-06,115.08,115.1,113.39,114.04,109.734750489,5249171,0.0000,1.0
2020-11-05,113.3,115.29,113.01,114.77,110.437191455,4902206,0.0000,1.0
2020-11-04,112.33,113.91,111.16,111.9,107.675539983,5800071,0.0000,1.0
2020-11-03,114.0,115.65,113.63,114.16,109.850220237,4204287,0.0000,1.0
2020-11-02,112.65,113.8265,112.25,112.91,108.647410362,5311497,0.0000,1.0
2020-10-30,107.9,111.8,107.75,111.66,107.444600487,7923882,0.0000,1.0
2020-10-29,107.25,109.64,106.55,108.91,104.798418763,6760241,0.0000,1.0
2020-10-28,108.66,109.73,105.92,106.65,102.623738509,9427321,0.0000,1.0
2020-10-27,112.15,112.22,110.03,110.56,106.386127797,5936106,0.0000,1.0
2020-10-26,114.45,114.9,111.84,112.22,107.983459311,7203366,0.0000,1.0
2020-10-23,116.5,116.62,115.53,116.0,111.620756372,3893362,0.0000,1.0
2020-10-22,115.0,116.06,112.98,115.76,111.389816876,7858158,0.0000,1.0
2020-10-21,116.66,117.6899,114.79,115.06,110.716243346,9755308,0.0000,1.0
2020-10-20,119.8,120.15,116.84,117.37,112.939035995,21501073,0.0000,1.0
2020-10-19,126.8,127.35,125.08,125.52,120.781356378,7478735,0.0000,1.0
2020-10-16,125.17,126.43,124.655,125.93,121.175878017,4714320,0.0000,1.0
2020-10-15,124.08,125.215,123.85,124.89,120.175140201,3389301,0.0000,1.0
2020-10-14,125.13,126.94,125.13,125.94,121.185500496,3730139,0.0000,1.0
2020-10-13,126.57,127.15,124.46,125.1,120.37721226,5406088,0.0000,1.0
2020-10-12,128.07,128.25,126.44,127.21,122.407555329,4635115,0.0000,1.0
2020-10-09,132.0,132.0,127.6,127.79,122.96565911,8353704,0.0000,1.0
2020-10-08,130.86,135.5,129.77,131.49,126.525976339,25288926,0.0000,1.0
2020-10-07,122.67,124.39,122.32,124.07,119.386096923,2815663,0.0000,1.0
2020-10-06,122.58,124.83,121.59,121.97,117.365376334,3872265,0.0000,1.0
2020-10-05,121.84,122.75,121.05,122.01,117.40386625,3050949,0.0000,1.0
2020-10-02,119.04,121.75,118.82,120.57,116.018229274,2925228,0.0000,1.0
2020-10-01,122.36,123.3,120.355,121.09,116.518598182,3211661,0.0000,1.0
2020-09-30,121.38,122.91,120.8,121.67,117.076701964,3261235,0.0000,1.0
2020-09-29,121.41,122.1858,120.21,120.94,116.374260997,2130564,0.0000,1.0
2020-09-28,120.57,122.33,120.41,121.73,117.134436838,3509576,0.0000,1.0
2020-09-25,117.6,119.41,116.94,118.95,114.459387676,2953686,0.0000,1.0
2020-09-24,118.1,119.515,116.48,118.09,113.631854483,3546160,0.0000,1.0
2020-09-23,120.8,121.59,118.43,118.83,114.343917929,3939398,0.0000,1.0
2020-09-22,120.33,121.45,119.53,120.51,115.9604944,2957809,0.0000,1.0
2020-09-21,120.48,120.7,118.58,120.25,115.710309946,5311441,0.0000,1.0
2020-09-18,124.26,124.92,122.65,122.76,118.125552175,5391570,0.0000,1.0
2020-09-17,122.62,125.55,121.97,124.92,120.204007638,3171262,0.0000,1.0
2020-09-16,122.71,125.82,122.71,124.22,119.530434108,3789458,0.0000,1.0
2020-09-15,122.82,123.4,122.24,122.44,117.817632847,2915221,0.0000,1.0
2020-09-14,122.36,123.38,121.76,122.09,117.480846082,3641887,0.0000,1.0
2020-09-11,121.39,122.7,120.73,121.46,116.874629905,3548091,0.0000,1.0
2020-09-10,122.53,123.5764,120.24,120.56,116.008606795,3978805,0.0000,1.0
2020-09-09,122.13,123.7,121.29,122.26,117.644428225,3770678,0.0000,1.0
2020-09-08,122.16,122.87,120.71,121.21,116.63406793,5210292,0.0000,1.0
2020-09-04,124.35,125.35,121.24,122.3,117.682918141,6018238,0.0000,1.0
2020-09-03,128.19,129.95,123.65,124.45,119.751751125,5716750,0.0000,1.0
2020-09-02,123.72,128.7,123.575,128.18,123.340935791,6592430,0.0000,1.0
2020-09-01,122.85,123.95,122.15,123.4,118.74139083,3155623,0.0000,1.0
2020-08-31,125.25,125.25,123.03,123.31,118.654788519,4827879,0.0000,1.0
2020-08-28,124.96,125.3,124.2187,125.07,120.348344823,3099940,0.0000,1.0
2020-08-27,124.6,125.1,123.98,124.65,119.944200705,3422654,0.0000,1.0
2020-08-26,124.95,125.12,123.95,124.17,119.482321713,3388687,0.0000,1.0
2020-08-25,126.0,126.82,124.49,124.64,119.934578226,2977697,0.0000,1.0
2020-08-24,123.79,126.06,123.36,125.68,120.935316042,4070816,0.0000,1.0
2020-08-21,123.01,123.4842,122.31,123.16,118.510451334,3385051,0.0000,1.0
2020-08-20,123.2,124.04,122.81,123.15,118.500828855,2561164,0.0000,1.0
2020-08-19,124.83,125.5,123.5,123.84,119.164779906,3743949,0.0000,1.0
2020-08-18,125.0,125.5,124.24,124.92,120.204007638,2882355,0.0000,1.0
2020-08-17,125.25,125.59,124.41,124.44,119.742128646,3336459,0.0000,1.0
2020-08-14,124.2,125.56,123.91,125.27,120.540794403,2963753,0.0000,1.0
2020-08-13,125.96,126.39,124.77,125.03,120.309854907,3171258,0.0000,1.0
2020-08-12,127.61,127.79,125.876,126.7,121.9168089,3530177,0.0000,1.0
2020-08-11,128.76,130.47,126.61,126.75,121.964921295,5001176,0.0000,1.0
2020-08-10,125.42,127.24,125.1849,127.11,122.311330539,3968295,0.0000,1.0
2020-08-07,123.5,125.07,123.21,124.96,120.242497554,3651226,1.6300,1.0
2020-08-06,125.0,126.26,125.0,126.12,119.796064393,3417131,0.0000,1.0
2020-08-05,126.73,126.75,124.61,125.45,119.159659674,3675400,0.0000,1.0
2020-08-04,123.82,125.86,123.82,125.84,119.530104212,3431366,0.0000,1.0
2020-08-03,123.5,124.41,122.15,124.31,118.076821794,3526574,0.0000,1.0
2020-07-31,122.71,122.99,121.09,122.94,116.775516623,5277652,0.0000,1.0
2020-07-30,123.71,123.9046,121.64,122.9,116.737522311,3988062,0.0000,1.0
2020-07-29,124.56,125.99,124.07,125.32,119.036178162,2833141,0.0000,1.0
2020-07-28,125.82,126.34,124.15,124.47,118.228799041,4178176,0.0000,1.0
2020-07-27,124.86,126.32,124.71,126.21,119.881551594,3733547,0.0000,1.0
2020-07-24,126.48,127.6459,125.5,125.79,119.482611323,3531076,0.0000,1.0
2020-07-23,129.1,129.37,127.15,127.33,120.945392318,4220136,0.0000,1.0
2020-07-22,125.9,129.47,125.8,128.67,122.218201756,8195366,0.0000,1.0
2020-07-21,131.16,132.17,125.8,126.06,119.739072926,15356679,0.0000,1.0
2020-07-20,126.07,127.07,125.14,126.37,120.03352884,9737157,0.0000,1.0
2020-07-17,124.39,125.63,123.2,125.11,118.836708026,3983972,0.0000,1.0
2020-07-16,122.68,124.48,122.16,124.01,117.791864458,4328856,0.0000,1.0
2020-07-15,122.4,123.96,122.15,123.0,116.83250809,4470095,0.0000,1.0
2020-07-14,118.62,120.89,117.92,120.6,114.552849396,4531393,0.0000,1.0
2020-07-13,119.78,120.99,118.66,119.2,113.223048491,4644595,0.0000,1.0
2020-07-10,115.5,118.57,115.29,118.35,112.41566937,4285088,0.0000,1.0
2020-07-09,118.0,118.0,115.2,115.71,109.908044806,4760875,0.0000,1.0
2020-07-08,118.06,118.64,116.48,117.71,111.807760385,5191792,0.0000,1.0
2020-07-07,119.0,119.51,117.33,117.58,111.684278872,4278088,0.0000,1.0
2020-07-06,121.25,121.85,119.46,120.19,114.163407702,4044188,0.0000,1.0
2020-07-02,119.69,121.42,119.26,119.7,113.697977385,3745663,0.0000,1.0
2020-07-01,120.27,121.23,118.37,118.54,112.59614235,4657168,0.0000,1.0
2020-06-30,119.19,121.2,119.0,120.77,114.71432522,3916381,0.0000,1.0
2020-06-29,117.98,119.78,117.37,119.75,113.745470275,4159488,0.0000,1.0
2020-06-26,118.26,118.99,116.26,117.19,111.313834334,10749166,0.0000,1.0
2020-06-25,116.76,119.21,116.1,119.03,113.061572667,6128720,0.0000,1.0
2020-06-24,118.32,118.32,115.88,116.42,110.582443836,6747421,0.0000,1.0
2020-06-23,122.01,122.9,119.23,119.41,113.422518626,6628278,0.0000,1.0
2020-06-22,122.12,122.5,120.53,121.07,114.999282557,4762601,0.0000,1.0
2020-06-19,126.17,126.82,122.25,122.47,116.329083462,8098994,0.0000,1.0
2020-06-18,123.0,124.4,122.33,124.16,117.934343126,2860286,0.0000,1.0
2020-06-17,125.83,126.25,123.4,124.15,117.924844548,3153862,0.0000,1.0
2020-06-16,125.0,127.5,123.16,125.15,118.874702337,5605791,0.0000,1.0
2020-06-15,119.19,122.37,118.29,121.65,115.550200075,5148756,0.0000,1.0
2020-06-12,121.25,123.12,119.28,121.91,115.7971631,6218003,0.0000,1.0
2020-06-11,126.03,126.1,117.84,118.01,112.092717721,11753674,0.0000,1.0
2020-06-10,132.15,132.23,129.8,129.87,123.358031103,4725055,0.0000,1.0
2020-06-09,133.52,133.6,131.02,131.87,125.257746682,5391520,0.0000,1.0
2020-06-08,132.27,135.88,132.27,135.75,128.943194905,5368387,0.0000,1.0
2020-06-05,133.89,134.23,131.75,132.06,125.438219662,5892718,0.0000,1.0
2020-06-04,127.78,128.95,127.02,128.89,122.42717047,3864131,0.0000,1.0
2020-06-03,127.15,129.6,127.0,129.05,122.579147716,3913804,0.0000,1.0
2020-06-02,125.67,126.0,124.66,126.0,119.682081458,2976908,0.0000,1.0
2020-06-01,124.64,125.75,124.03,124.89,118.627739312,2867306,0.0000,1.0
2020-05-29,123.67,125.13,122.24,124.9,118.63723789,7929905,0.0000,1.0
2020-05-28,126.87,126.97,124.22,124.53,118.285790508,3915224,0.0000,1.0
2020-05-27,123.94,125.83,123.47,125.54,119.245146875,5725163,0.0000,1.0
2020-05-26,121.3,122.62,121.01,121.76,115.654684431,5467436,0.0000,1.0
2020-05-22,119.37,119.47,117.59,118.39,112.453663681,4179906,0.0000,1.0
2020-05-21,120.99,121.72,118.97,119.12,113.147059868,4018329,0.0000,1.0
2020-05-20,120.93,122.47,120.6,121.38,115.293738472,3840563,0.0000,1.0
2020-05-19,121.19,122.17,120.14,120.29,114.258393481,3239964,0.0000,1.0
2020-05-18,119.88,122.36,119.75,121.56,115.464712874,4205425,0.0000,1.0
2020-05-15,115.93,117.39,115.25,116.98,111.114364198,4785773,0.0000,1.0
2020-05-14,114.57,117.09,111.81,116.95,111.085868465,5255607,0.0000,1.0
2020-05-13,119.95,119.99,114.85,115.73,109.927041962,5874676,0.0000,1.0
2020-05-12,123.01,124.32,120.26,120.26,114.229897747,4779635,0.0000,1.0
2020-05-11,121.81,123.45,120.67,122.59,116.443066397,3533382,0.0000,1.0
2020-05-08,122.67,123.23,121.06,122.99,116.823009512,5002450,0.0000,1.0
2020-05-07,122.98,123.26,120.85,121.23,115.151259803,4412047,1.6300,1.0
2020-05-06,123.24,124.05,122.41,123.17,115.441809132,3861081,0.0000,1.0
2020-05-05,123.39,124.32,122.47,122.58,114.888828151,3897761,0.0000,1.0
2020-05-04,120.82,121.97,119.39,121.68,114.045297842,4016551,0.0000,1.0
2020-05-01,123.19,123.47,121.39,121.87,114.223376463,4923913,0.0000,1.0
2020-04-30,126.52,127.27,125.22,125.56,117.681850732,6630032,0.0000,1.0
2020-04-29,128.88,129.31,127.53,128.69,120.615461697,5252734,0.0000,1.0
2020-04-28,128.03,128.2,125.38,126.27,118.34730242,4775867,0.0000,1.0
2020-04-27,125.56,126.99,125.47,125.92,118.019262855,4920443,0.0000,1.0
2020-04-24,122.41,125.0,120.76,124.72,116.894555776,4985575,0.0000,1.0
2020-04-23,119.57,123.03,119.12,121.35,113.736003395,6873899,0.0000,1.0
2020-04-22,119.87,120.33,117.55,119.31,111.82400136,7085901,0.0000,1.0
2020-04-21,114.0,117.15,112.06,116.76,109.433998817,14341304,0.0000,1.0
2020-04-20,119.15,122.86,118.14,120.41,112.85498285,7965530,0.0000,1.0
2020-04-17,119.3,120.39,117.92,120.12,112.583178639,4964018,0.0000,1.0
2020-04-16,119.01,119.75,114.42,115.73,108.46862524,6438128,0.0000,1.0
2020-04-15,119.12,120.19,116.76,118.69,111.242902703,5632156,0.0000,1.0
2020-04-14,123.46,125.18,122.62,123.91,116.135378498,5087292,0.0000,1.0
2020-04-13,121.63,121.8,118.04,121.15,113.548552215,5118777,0.0000,1.0
2020-04-09,120.48,122.92,120.17,121.5,113.87659178,5576210,0.0000,1.0
2020-04-08,116.31,119.96,115.07,119.29,111.805256242,5155987,0.0000,1.0
2020-04-07,118.8,119.57,114.87,114.94,107.72819308,5592463,0.0000,1.0
2020-04-06,110.35,115.63,110.13,114.82,107.615722372,7026457,0.0000,1.0
2020-04-03,108.92,110.07,104.92,106.34,99.6677923446,4538113,0.0000,1.0
2020-04-02,105.37,110.32,105.14,110.0,103.098148937,6327540,0.0000,1.0
2020-04-01,106.36,109.92,104.52,105.14,98.5430852653,6111890,0.0000,1.0
2020-03-31,112.0,113.81,110.17,110.93,103.969796923,6342167,0.0000,1.0
2020-03-30,108.09,113.46,107.81,112.93,105.844308722,5562501,0.0000,1.0
2020-03-27,108.58,111.5,107.65,108.03,101.251754815,6421470,0.0000,1.0
2020-03-26,106.91,113.15,105.57,112.89,105.806818486,7153135,0.0000,1.0
2020-03-25,105.48,112.48,102.83,105.85,99.2085369539,8646557,0.0000,1.0
2020-03-24,99.99,106.04,99.26,105.48,98.8617522711,7967768,0.0000,1.0
2020-03-23,94.6,97.74,90.56,94.77,88.8237415883,9718602,0.0000,1.0
2020-03-20,100.92,100.99,94.71,95.39,89.404840246,10543213,0.0000,1.0
2020-03-19,102.33,103.69,98.24,100.34,94.0442569481,8391294,0.0000,1.0
2020-03-18,99.41,106.93,99.4,103.55,97.0528483853,8751994,0.0000,1.0
2020-03-17,100.61,107.4,97.1,106.65,99.9583416735,8887501,0.0000,1.0
2020-03-16,98.0,107.41,95.0,99.08,92.8633145148,10564044,0.0000,1.0
2020-03-13,108.68,109.16,100.81,107.95,101.176774343,12493419,0.0000,1.0
2020-03-12,109.65,109.8,102.28,102.81,96.3592790197,12485925,0.0000,1.0
2020-03-11,121.01,122.58,116.38,117.97,110.568078455,8446480,0.0000,1.0
2020-03-10,122.78,124.88,115.76,124.77,116.941418571,11403865,0.0000,1.0
2020-03-09,120.16,122.41,117.28,117.81,110.418117511,10750357,0.0000,1.0
2020-03-06,126.7,128.33,124.52,127.73,119.715696033,8192525,0.0000,1.0
2020-03-05,130.5,132.29,128.45,129.55,121.42150177,5445193,0.0000,1.0
2020-03-04,131.58,134.28,129.0,134.22,125.798486821,4994682,0.0000,1.0
2020-03-03,134.48,136.1,127.8,128.9,120.812285436,7893390,0.0000,1.0
2020-03-02,130.75,134.44,127.95,134.3,125.873467293,8528971,0.0000,1.0
2020-02-28,129.98,131.09,126.36,130.15,121.98385531,13009236,0.0000,1.0
2020-02-27,137.24,138.69,133.01,133.11,124.758132772,8404903,0.0000,1.0
2020-02-26,142.9,144.06,139.6,139.75,130.981511944,5407690,0.0000,1.0
2020-02-25,146.51,147.07,141.26,141.71,132.818533507,6210878,0.0000,1.0
2020-02-24,145.51,148.05,145.38,146.43,137.242381353,5447948,0.0000,1.0
2020-02-21,151.04,151.04,148.84,149.84,140.43842397,3536740,0.0000,1.0
2020-02-20,150.81,151.62,149.51,151.22,141.731837111,2880483,0.0000,1.0
2020-02-19,151.54,151.89,150.31,150.86,141.394424987,2732905,0.0000,1.0
2020-02-18,149.79,151.38,149.64,151.1,141.619366403,3343038,0.0000,1.0
2020-02-14,154.42,154.56,149.77,150.7,141.244464043,6095081,0.0000,1.0
2020-02-13,154.37,154.83,153.41,154.31,144.62795784,3819757,0.0000,1.0
2020-02-12,153.75,155.6,153.52,155.31,145.565213739,4437792,0.0000,1.0
2020-02-11,155.12,155.22,152.73,153.48,143.850035443,3833574,0.0000,1.0
2020-02-10,152.97,154.44,151.58,154.43,144.740428548,5237553,0.0000,1.0
2020-02-07,154.55,155.54,152.92,153.41,143.78442753,6414553,1.6200,1.0
2020-02-06,156.82,158.75,155.42,156.76,145.38893672,8394374,0.0000,1.0
2020-02-05,150.21,157.44,150.15,156.33,144.990128077,14379714,0.0000,1.0
2020-02-04,147.78,149.38,146.88,149.11,138.293852732,5619700,0.0000,1.0
2020-02-03,144.25,147.28,143.9,146.27,135.659860768,8886414,0.0000,1.0
2020-01-31,142.9,144.05,140.79,143.73,133.304107392,18987138,0.0000,1.0
2020-01-30,136.76,136.97,134.97,136.77,126.848972156,5007038,0.0000,1.0
2020-01-29,139.17,139.58,137.6,137.69,127.702237158,3053189,0.0000,1.0
2020-01-28,139.5,140.47,138.75,139.55,129.427316403,3449000,0.0000,1.0
2020-01-27,138.5,140.07,138.1,138.62,128.56477678,4165146,0.0000,1.0
2020-01-24,143.39,143.92,140.46,140.56,130.364052981,5579292,0.0000,1.0
2020-01-23,144.2,144.41,142.15,142.87,132.506490107,5654308,0.0000,1.0
2020-01-22,143.32,145.79,142.55,143.89,133.452501305,16464948,0.0000,1.0
2020-01-21,137.81,139.35,137.6,139.17,129.074880858,7130819,0.0000,1.0
2020-01-17,136.54,138.33,136.16,138.31,128.277263573,5622251,0.0000,1.0
2020-01-16,137.32,138.19,137.01,137.98,127.971201127,4319896,0.0000,1.0
