timestamp,open (USD),high (USD),low (USD),close (USD),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2020/8/12,11392.09,11617.52,11150,11564.33,11392.09,11617.52,11150,11564.33,64909.61364,64909.61364
2020/8/11,11892.9,11935,11125,11392.08,11892.9,11935,11125,11392.08,90748.28463,90748.28463
2020/8/10,11681.69,12067.35,11450,11892.92,11681.69,12067.35,11450,11892.92,84952.33789,84952.33789
2020/8/9,11761.02,11797.11,11521.97,11681.68,11761.02,11797.11,11521.97,11681.68,41493.06734,41493.06734
2020/8/8,11594.36,11808.27,11512,11761.41,11594.36,11808.27,11512,11761.41,41858.16104,41858.16104
2020/8/7,11762.47,11909.94,11322,11594.23,11762.47,11909.94,11322,11594.23,65755.92602,65755.92602
2020/8/6,11744.91,11900,11562.5,11762.46,11744.91,11900,11562.5,11762.46,63529.08502,63529.08502
2020/8/5,11191.99,11780.93,11093,11744.91,11191.99,11780.93,11093,11744.91,74970.25685,74970.25685
2020/8/4,11219.68,11414.98,11000,11191.97,11219.68,11414.98,11000,11191.97,58629.11371,58629.11371
2020/8/3,11071.36,11473,10936,11219.81,11071.36,11473,10936,11219.81,56931.84148,56931.84148
2020/8/2,11801.17,12123.46,10518.5,11071.35,11801.17,12123.46,10518.5,11071.35,97553.0776,97553.0776
2020/8/1,11335.46,11861,11220,11801.17,11335.46,11861,11220,11801.17,85087.48513,85087.48513
2020/7/31,11099.79,11444,10960,11335.46,11099.79,11444,10960,11335.46,70063.66097,70063.66097
2020/7/30,11100.52,11170,10831,11099.61,11100.52,11170,10831,11099.61,60794.82646,60794.82646
2020/7/29,10906.27,11342.82,10812,11100.53,10906.27,11342.82,10812,11100.53,76838.09423,76838.09423
2020/7/28,11029.96,11242.23,10565,10906.27,11029.96,11242.23,10565,10906.27,97267.73419,97267.73419
2020/7/27,9931.54,11394.86,9917.21,11029.96,9931.54,11394.86,9917.21,11029.96,150188.9331,150188.9331
2020/7/26,9700.42,10111,9650,9931.54,9700.42,10111,9650,9931.54,65279.26932,65279.26932
2020/7/25,9538.1,9732.9,9513,9700.42,9538.1,9732.9,9513,9700.42,40679.54542,40679.54542
2020/7/24,9603.27,9637,9463.44,9537.8,9603.27,9637,9463.44,9537.8,43931.13621,43931.13621
2020/7/23,9518.16,9664,9440.33,9603.27,9518.16,9664,9440.33,9603.27,51856.2335,51856.2335
2020/7/22,9390,9544,9261,9518.16,9390,9544,9261,9518.16,48815.00411,48815.00411
2020/7/21,9160.78,9437.73,9152.8,9390,9160.78,9437.73,9152.8,9390,60413.58249,60413.58249
2020/7/20,9208.99,9221.52,9131,9160.78,9208.99,9221.52,9131,9160.78,35458.76408,35458.76408
2020/7/19,9170.3,9232.27,9101.35,9208.99,9170.3,9232.27,9101.35,9208.99,26052.01942,26052.01942
2020/7/18,9154.31,9219.3,9121.1,9170.28,9154.31,9219.3,9121.1,9170.28,22554.54146,22554.54146
2020/7/17,9133.72,9186.83,9089.81,9154.32,9133.72,9186.83,9089.81,9154.32,28054.35874,28054.35874
2020/7/16,9197.6,9226.15,9047.25,9133.72,9197.6,9226.15,9047.25,9133.72,43375.57119,43375.57119
2020/7/15,9255.85,9276.49,9160.57,9197.6,9255.85,9276.49,9160.57,9197.6,39053.57967,39053.57967
2020/7/14,9242.61,9279.54,9113,9255.85,9242.61,9279.54,9113,9255.85,45772.55251,45772.55251
2020/7/13,9303.31,9343.82,9200.89,9242.62,9303.31,9343.82,9200.89,9242.62,42740.06912,42740.06912
2020/7/12,9234.02,9345,9157.5,9302.75,9234.02,9345,9157.5,9302.75,30872.70229,30872.70229
2020/7/11,9288.34,9299.28,9178.25,9234.03,9288.34,9299.28,9178.25,9234.03,22561.366,22561.366
2020/7/10,9232.42,9317.48,9125,9288.34,9232.42,9317.48,9125,9288.34,38295.49401,38295.49401
2020/7/9,9436.06,9440.79,9160,9232.43,9436.06,9440.79,9160,9232.43,48044.45065,48044.45065
2020/7/8,9257.4,9470,9231,9436.06,9257.4,9470,9231,9436.06,56140.51778,56140.51778
2020/7/7,9342.47,9379.42,9203,9257.39,9342.47,9379.42,9203,9257.39,34587.33668,34587.33668
2020/7/6,9069.41,9375,9055.92,9344.2,9069.41,9375,9055.92,9344.2,54463.13228,54463.13228
2020/7/5,9135,9145.24,8893.03,9069.41,9135,9145.24,8893.03,9069.41,34073.65363,34073.65363
2020/7/4,9057.79,9190,9040.04,9135.46,9057.79,9190,9040.04,9135.46,26441.96848,26441.96848
2020/7/3,9086.54,9125,9037.47,9058.26,9086.54,9125,9037.47,9058.26,28943.42018,28943.42018
2020/7/2,9231.99,9261.96,8940,9086.54,9231.99,9261.96,8940,9086.54,45725.16808,45725.16808
2020/7/1,9138.08,9292,9080.1,9232,9138.08,9292,9080.1,9232,38488.5287,38488.5287
2020/6/30,9192.93,9205,9064.89,9138.55,9192.93,9205,9064.89,9138.55,31463.1628,31463.1628
2020/6/29,9116.16,9238,9024.67,9192.56,9116.16,9238,9024.67,9192.56,42120.29326,42120.29326
2020/6/28,9012,9191,8948.06,9116.35,9012,9191,8948.06,9116.35,30688.17642,30688.17642
2020/6/27,9162.21,9196.24,8833,9012,9162.21,9196.24,8833,9012,46290.93011,46290.93011
2020/6/26,9249.49,9298,9045.45,9162.21,9249.49,9298,9045.45,9162.21,50292.29828,50292.29828
2020/6/25,9298.33,9340,9009.69,9249.49,9298.33,9340,9009.69,9249.49,55831.61916,55831.61916
2020/6/24,9624.33,9670,9208,9296.49,9624.33,9670,9208,9296.49,61571.56146,61571.56146
2020/6/23,9685.69,9720,9577.03,9624.89,9685.69,9720,9577.03,9624.89,41031.02938,41031.02938
2020/6/22,9294.69,9780,9277.09,9685.69,9294.69,9780,9277.09,9685.69,57895.46834,57895.46834
2020/6/21,9358.95,9422,9281.54,9294.69,9358.95,9422,9281.54,9294.69,24316.92623,24316.92623
2020/6/20,9310.23,9395,9170.95,9358.95,9310.23,9395,9170.95,9358.95,30329.06538,30329.06538
2020/6/19,9386.32,9438.3,9215.79,9310.23,9386.32,9438.3,9215.79,9310.23,45330.98367,45330.98367
2020/6/18,9465.13,9489,9280,9386.32,9465.13,9489,9280,9386.32,37381.95377,37381.95377
2020/6/17,9526.97,9565,9236.61,9465.14,9526.97,9565,9236.61,9465.14,48046.41115,48046.41115
2020/6/16,9426.05,9589,9373.09,9525.59,9426.05,9589,9373.09,9525.59,52052.44693,52052.44693
2020/6/15,9342.1,9495,8910.45,9426.02,9342.1,9495,8910.45,9426.02,86107.92471,86107.92471
2020/6/14,9473.34,9480.99,9245,9342.1,9473.34,9480.99,9245,9342.1,30055.50661,30055.50661
2020/6/13,9464.96,9494.73,9351,9473.34,9464.96,9494.73,9351,9473.34,27759.78485,27759.78485
2020/6/12,9278.88,9557.12,9232.51,9465.13,9278.88,9557.12,9232.51,9465.13,50119.06693,50119.06693
2020/6/11,9885.22,9964,9113,9280.4,9885.22,9964,9113,9280.4,94418.98473,94418.98473
2020/6/10,9772.44,9992.72,9704.18,9885,9772.44,9992.72,9704.18,9885,47130.76298,47130.76298
2020/6/9,9782,9877,9570,9772.43,9782,9877,9570,9772.43,46024.00129,46024.00129
2020/6/8,9746.99,9800,9633,9782.01,9746.99,9800,9633,9782.01,40664.66413,40664.66413
2020/6/7,9666.85,9802,9372.46,9746.99,9666.85,9802,9372.46,9746.99,57952.84839,57952.84839
2020/6/6,9621.17,9735,9531.05,9666.3,9621.17,9735,9531.05,9666.3,32752.95089,32752.95089
2020/6/5,9788.14,9854.75,9581,9621.16,9788.14,9854.75,9581,9621.16,47788.05005,47788.05005
2020/6/4,9666.32,9881.63,9450,9789.06,9666.32,9881.63,9450,9789.06,57456.10097,57456.10097
2020/6/3,9518.02,9690,9365.21,9666.24,9518.02,9690,9365.21,9666.24,46252.64494,46252.64494
2020/6/2,10202.71,10228.99,9266,9518.04,10202.71,10228.99,9266,9518.04,108970.7732,108970.7732
2020/6/1,9448.27,10380,9421.67,10200.77,9448.27,10380,9421.67,10200.77,76649.12696,76649.12696
2020/5/31,9697.72,9700,9381.41,9448.27,9697.72,9700,9381.41,9448.27,48333.7864,48333.7864
2020/5/30,9426.6,9740,9331.23,9697.72,9426.6,9740,9331.23,9697.72,55665.27254,55665.27254
2020/5/29,9575.87,9605.26,9330,9427.07,9575.87,9605.26,9330,9427.07,57374.36296,57374.36296
2020/5/28,9204.07,9625.47,9110,9575.89,9204.07,9625.47,9110,9575.89,74110.78766,74110.78766
2020/5/27,8841,9225,8811.73,9204.07,8841,9225,8811.73,9204.07,68910.35551,68910.35551
2020/5/26,8900.35,9017.67,8700,8841.18,8900.35,9017.67,8700,8841.18,58299.77014,58299.77014
2020/5/25,8718.14,8979.66,8642.72,8900.35,8718.14,8979.66,8642.72,8900.35,62833.91095,62833.91095
2020/5/24,9179.01,9298,8700,8720.34,9179.01,9298,8700,8720.34,70379.86645,70379.86645
2020/5/23,9170,9307.85,9070,9179.15,9170,9307.85,9070,9179.15,43526.29697,43526.29697
2020/5/22,9067.51,9271,8933.52,9170,9067.51,9271,8933.52,9170,58943.13102,58943.13102
2020/5/21,9511.43,9578.47,8815,9068.65,9511.43,9578.47,8815,9068.65,108928.781,108928.781
2020/5/20,9775.13,9842,9326,9511.43,9775.13,9842,9326,9511.43,74923.73809,74923.73809
2020/5/19,9733.93,9897.21,9474,9775.53,9733.93,9897.21,9474,9775.53,78539.76045,78539.76045
2020/5/18,9681.11,9950,9464.23,9733.93,9681.11,9950,9464.23,9733.93,82006.60358,82006.60358
2020/5/17,9380.81,9888,9322.1,9680.04,9380.81,9888,9322.1,9680.04,68647.76432,68647.76432
2020/5/16,9315.96,9588,9220,9381.27,9315.96,9588,9220,9381.27,59587.62786,59587.62786
2020/5/15,9791.97,9845.62,9150,9316.42,9791.97,9845.62,9150,9316.42,115890.7615,115890.7615
2020/5/14,9309.35,9939,9256.76,9791.98,9309.35,9939,9256.76,9791.98,129565.3775,129565.3775
2020/5/13,8810.99,9398,8792.99,9309.37,8810.99,9398,8792.99,9309.37,92466.27402,92466.27402
2020/5/12,8562.04,8978.26,8528.78,8810.79,8562.04,8978.26,8528.78,8810.79,86522.78007,86522.78007
2020/5/11,8722.77,9168,8200,8561.52,8722.77,9168,8200,8561.52,168807.2518,168807.2518
2020/5/10,9539.1,9574.83,8117,8722.77,9539.1,9574.83,8117,8722.77,183865.182,183865.182
2020/5/9,9800.02,9914.25,9520,9539.4,9800.02,9914.25,9520,9539.4,81950.67957,81950.67957
2020/5/8,9986.3,10035.96,9705,9800.01,9986.3,10035.96,9705,9800.01,100683.7964,100683.7964
2020/5/7,9143.4,10067,9021,9986.4,9143.4,10067,9021,9986.4,147154.6114,147154.6114
2020/5/6,9021.36,9395,8906.21,9142.92,9021.36,9395,8906.21,9142.92,105925.3024,105925.3024
2020/5/5,8871.92,9118.58,8760,9021.83,8871.92,9118.58,8760,9021.83,76480.76534,76480.76534
2020/5/4,8894.15,8950,8522,8871.96,8894.15,8950,8522,8871.96,84418.51233,84418.51233
2020/5/3,8972.58,9200,8712,8894.16,8972.58,9200,8712,8894.16,90126.06564,90126.06564
2020/5/2,8825.67,9010,8753,8972.05,8825.67,9010,8753,8972.05,59002.08755,59002.08755
2020/5/1,8620,9059.18,8613.56,8826.96,8620,9059.18,8613.56,8826.96,91468.81506,91468.81506
2020/4/30,8778.58,9460,8401,8620,8778.58,9460,8401,8620,206277.2141,206277.2141
2020/4/29,7738.58,8952.89,7710.05,8778.57,7738.58,8952.89,7710.05,8778.57,183546.8875,183546.8875
2020/4/28,7773.51,7780,7659.12,7738.98,7773.51,7780,7659.12,7738.98,46302.75264,46302.75264
2020/4/27,7693.1,7792.02,7606,7774.62,7693.1,7792.02,7606,7774.62,65441.33958,65441.33958
2020/4/26,7539.03,7700,7480,7693.1,7539.03,7700,7480,7693.1,50522.61621,50522.61621
2020/4/25,7505,7705,7431.07,7538.67,7505,7705,7431.07,7538.67,43874.42773,43874.42773
2020/4/24,7483.96,7615.96,7388,7505,7483.96,7615.96,7388,7505,60182.11994,60182.11994
2020/4/23,7125.12,7738,7020,7482.39,7125.12,7738,7020,7482.39,102773.5696,102773.5696
2020/4/22,6841.36,7156.38,6818,7125.14,6841.36,7156.38,6818,7125.14,61486.37733,61486.37733
2020/4/21,6828.98,6940,6762,6841.37,6828.98,6940,6762,6841.37,60109.71081,60109.71081
2020/4/20,7121.4,7220,6751,6826.83,7121.4,7220,6751,6826.83,90149.49137,90149.49137
2020/4/19,7248.6,7266.15,7055.6,7120.74,7248.6,7266.15,7055.6,7120.74,45664.86393,45664.86393
2020/4/18,7026.78,7293.08,7014.4,7248.6,7026.78,7293.08,7014.4,7248.6,49488.54282,49488.54282
2020/4/17,7101.99,7148.12,6972.98,7027.55,7101.99,7148.12,6972.98,7027.55,54126.50976,54126.50976
2020/4/16,6621.25,7190,6468.27,7101.94,6621.25,7190,6468.27,7101.94,125009.8575,125009.8575
2020/4/15,6868.57,6933,6605,6621.24,6868.57,6933,6605,6621.24,61571.38499,61571.38499
2020/4/14,6838.04,6978,6754.28,6868.7,6838.04,6978,6754.28,6868.7,69068.62329,69068.62329
2020/4/13,6903.79,6903.79,6575,6837.91,6903.79,6903.79,6575,6837.91,96415.47657,96415.47657
2020/4/12,6876.84,7177,6780,6903.79,6876.84,7177,6780,6903.79,73868.6665,73868.6665
2020/4/11,6858.92,6944.3,6760,6876.83,6858.92,6944.3,6760,6876.83,45470.29321,45470.29321
2020/4/10,7283.54,7295.75,6739.98,6858.92,7283.54,7295.75,6739.98,6858.92,104674.6234,104674.6234
2020/4/9,7360.26,7371.92,7108.08,7283.54,7360.26,7371.92,7108.08,7283.54,61094.87242,61094.87242
2020/4/8,7197.32,7420,7150,7361.28,7197.32,7420,7150,7361.28,76059.14584,76059.14584
2020/4/7,7329.9,7459.69,7077,7197.32,7329.9,7459.69,7077,7197.32,103585.1689,103585.1689
2020/4/6,6772.78,7355.14,6765,7329.9,6772.78,7355.14,6765,7329.9,118052.0008,118052.0008
2020/4/5,6857.41,6895.54,6677.52,6772.78,6857.41,6895.54,6677.52,6772.78,49685.35698,49685.35698
2020/4/4,6732.97,6990.41,6650.01,6856.99,6732.97,6990.41,6650.01,6856.99,72990.86114,72990.86114
2020/4/3,6793.86,7048,6602.1,6734.1,6793.86,7048,6602.1,6734.1,104080.2769,104080.2769
2020/4/2,6643.36,7198,6551,6794.09,6643.36,7198,6551,6794.09,149299.9069,149299.9069
2020/4/1,6412.14,6679.94,6150.11,6642.92,6412.14,6679.94,6150.11,6642.92,97500.7524,97500.7524
2020/3/31,6394.45,6523.23,6321.4,6410.44,6394.45,6523.23,6321.4,6410.44,72337.59526,72337.59526
2020/3/30,5880.5,6599,5857.76,6394.38,5880.5,6599,5857.76,6394.38,118889.55,118889.55
2020/3/29,6236.65,6266,5866.56,5881.42,6236.65,6266,5866.56,5881.42,63311.62771,63311.62771
2020/3/28,6359.11,6360,6024,6236.65,6359.11,6360,6024,6236.65,93159.69343,93159.69343
2020/3/27,6737.27,6842.59,6261,6359.11,6737.27,6842.59,6261,6359.11,82914.96835,82914.96835
2020/3/26,6677.42,6780,6510,6737.36,6677.42,6780,6510,6737.36,83026.55521,83026.55521
2020/3/25,6744.69,6957.96,6450,6677.43,6744.69,6957.96,6450,6677.43,132155.735,132155.735
2020/3/24,6465.25,6833,6371.33,6744.72,6465.25,6833,6371.33,6744.72,151138.0099,151138.0099
2020/3/23,5816.05,6600,5688,6467.31,5816.05,6600,5688,6467.31,164674.2158,164674.2158
2020/3/22,6187.04,6407.87,5734.01,5816.19,6187.04,6407.87,5734.01,5816.19,119115.9905,119115.9905
2020/3/21,6204.57,6456.98,5860.02,6186.98,6204.57,6456.98,5860.02,6186.98,128913.6684,128913.6684
2020/3/20,6162.05,6900,5670,6208.36,6162.05,6900,5670,6208.36,219298.3295,219298.3295
2020/3/19,5393.26,6400,5252.53,6162.37,5393.26,6400,5252.53,6162.37,199020.8734,199020.8734
2020/3/18,5312.64,5436.17,5009.37,5393.04,5312.64,5436.17,5009.37,5393.04,137127.6349,137127.6349
2020/3/17,5028.86,5525,4921.45,5312.64,5028.86,5525,4921.45,5312.64,150089.9263,150089.9263
2020/3/16,5360.33,5365.42,4442.12,5028.97,5360.33,5365.42,4442.12,5028.97,227276.9228,227276.9228
2020/3/15,5172.48,5940,5093.1,5361.3,5172.48,5940,5093.1,5361.3,139916.1465,139916.1465
2020/3/14,5576.05,5640.52,5055.13,5172.06,5576.05,5640.52,5055.13,5172.06,136910.136,136910.136
2020/3/13,4800.01,5955,3782.13,5578.6,4800.01,5955,3782.13,5578.6,402201.6738,402201.6738
2020/3/12,7934.58,7966.17,4410,4800,7934.58,7966.17,4410,4800,261505.6087,261505.6087
2020/3/11,7894.57,7980,7590,7934.52,7894.57,7980,7590,7934.52,79942.41117,79942.41117
2020/3/10,7929.87,8149,7728.01,7894.56,7929.87,8149,7728.01,7894.56,86783.44388,86783.44388
2020/3/9,8034.76,8179.31,7632.01,7929.87,8034.76,8179.31,7632.01,7929.87,116968.8633,116968.8633
2020/3/8,8885.25,8886.76,8000,8033.31,8885.25,8886.76,8000,8033.31,77537.31517,77537.31517
2020/3/7,9130.89,9188,8835,8886.66,9130.89,9188,8835,8886.66,45422.20453,45422.20453
2020/3/6,9054.64,9170,8985.5,9131.88,9054.64,9170,8985.5,9131.88,43782.94804,43782.94804
2020/3/5,8750.99,9159.42,8746.54,9054.68,8750.99,9159.42,8746.54,9054.68,58201.86636,58201.86636
2020/3/4,8760.07,8848.29,8660,8750.87,8760.07,8848.29,8660,8750.87,38696.48258,38696.48258
2020/3/3,8911.18,8919.65,8651,8760.07,8911.18,8919.65,8651,8760.07,55154.99728,55154.99728
2020/3/2,8530.3,8965.75,8498,8915.24,8530.3,8965.75,8498,8915.24,60401.31773,60401.31773
2020/3/1,8523.61,8750,8411,8531.88,8523.61,8750,8411,8531.88,43892.20178,43892.20178
2020/2/29,8690.8,8790,8523.55,8523.61,8690.8,8790,8523.55,8523.61,36748.18304,36748.18304
2020/2/28,8823.25,8900,8445,8692.91,8823.25,8900,8445,8692.91,71155.20898,71155.20898
2020/2/27,8786,8971.77,8531,8823.21,8786,8971.77,8531,8823.21,72483.57876,72483.57876
2020/2/26,9316.48,9377.44,8633.63,8785.25,9316.48,9377.44,8633.63,8785.25,92130.34548,92130.34548
2020/2/25,9655.52,9675,9250,9315.84,9655.52,9675,9250,9315.84,54379.34455,54379.34455
2020/2/24,9936.4,9990,9473.56,9656.13,9936.4,9990,9473.56,9656.13,55796.59612,55796.59612
2020/2/23,9650.85,9990,9645,9936.4,9650.85,9990,9645,9936.4,37702.08984,37702.08984
2020/2/22,9677.05,9709.17,9560.02,9650.86,9677.05,9709.17,9560.02,9650.86,24636.75762,24636.75762
2020/2/21,9597.21,9755.51,9550.21,9677.05,9597.21,9755.51,9550.21,9677.05,42181.55452,42181.55452
2020/2/20,9594.65,9699,9400,9596.42,9594.65,9699,9400,9596.42,60152.34291,60152.34291
2020/2/19,10164.78,10250,9350,9593.79,10164.78,10250,9350,9593.79,55162.5869,55162.5869
2020/2/18,9706,10250,9576.01,10164.71,9706,10250,9576.01,10164.71,70604.12402,70604.12402
2020/2/17,9910.7,9964.16,9452.67,9706,9910.7,9964.16,9452.67,9706,70261.0119,70261.0119
2020/2/16,9904.46,10050,9638.12,9917.27,9904.46,10050,9638.12,9917.27,60023.99954,60023.99954
2020/2/15,10344.36,10375,9801,9904.72,10344.36,10375,9801,9904.72,57657.20295,57657.20295
2020/2/14,10227.78,10381.56,10111.37,10344.36,10227.78,10381.56,10111.37,10344.36,47038.48017,47038.48017
2020/2/13,10325.33,10500,10080,10229.63,10325.33,10500,10080,10229.63,79344.35876,79344.35876
2020/2/12,10223.08,10450,10223.08,10326.46,10223.08,10450,10223.08,10326.46,61008.06393,61008.06393
2020/2/11,9851.74,10323.59,9700,10223.08,9851.74,10323.59,9700,10223.08,62422.39522,62422.39522
2020/2/10,10151.72,10188,9756,9851.83,10151.72,10188,9756,9851.83,59573.08462,59573.08462
2020/2/9,9895.04,10166,9880.75,10151.75,9895.04,10166,9880.75,10151.75,43408.47562,43408.47562
2020/2/8,9813.87,9940,9667.11,9895.05,9813.87,9940,9667.11,9895.05,43600.84367,43600.84367
2020/2/7,9772,9885,9730,9813.73,9772,9885,9730,9813.73,43966.11463,43966.11463
2020/2/6,9612.03,9862.57,9526.35,9772,9612.03,9862.57,9526.35,9772,64949.70659,64949.70659
2020/2/5,9197.02,9744.45,9177.22,9612.04,9197.02,9744.45,9177.22,9612.04,64870.41562,64870.41562
2020/2/4,9291.35,9350,9093.01,9197.02,9291.35,9350,9093.01,9197.02,53308.17527,53308.17527
2020/2/3,9331.59,9618.79,9234,9292.24,9331.59,9618.79,9234,9292.24,50892.13345,50892.13345
2020/2/2,9384.41,9477.03,9120,9331.51,9384.41,9477.03,9120,9331.51,45690.91254,45690.91254
2020/2/1,9351.71,9464.53,9281,9384.61,9351.71,9464.53,9281,9384.61,28578.06735,28578.06735
2020/1/31,9511.52,9530.22,9210.01,9352.89,9511.52,9530.22,9210.01,9352.89,45552.02235,45552.02235
2020/1/30,9301.57,9578,9204.44,9513.21,9301.57,9578,9204.44,9513.21,60626.74426,60626.74426
2020/1/29,9375.34,9449.24,9216,9301.53,9375.34,9449.24,9216,9301.53,53864.06512,53864.06512
2020/1/28,8907.57,9400,8862.4,9374.21,8907.57,9400,8862.4,9374.21,74584.85377,74584.85377
2020/1/27,8614.39,9000,8535,8907.57,8614.39,9000,8535,8907.57,53973.543,53973.543
2020/1/26,8340.01,8618.13,8293.66,8615,8340.01,8618.13,8293.66,8615,31130.48516,31130.48516
2020/1/25,8438.99,8451.26,8254.9,8340.58,8438.99,8451.26,8254.9,8340.58,25521.15793,25521.15793
2020/1/24,8404.52,8528.02,8238,8439,8404.52,8528.02,8238,8439,41687.52953,41687.52953
2020/1/23,8682.77,8691.81,8306.39,8404.52,8682.77,8691.81,8306.39,8404.52,48165.9446,48165.9446
2020/1/22,8736.04,8818,8590,8682.36,8736.04,8818,8590,8682.36,29080.55714,29080.55714
2020/1/21,8642.35,8789,8488,8736.03,8642.35,8789,8488,8736.03,36494.68766,36494.68766
2020/1/20,8701.72,8746.99,8521.28,8642.35,8701.72,8746.99,8521.28,8642.35,38896.63975,38896.63975
2020/1/19,8915.09,9198.98,8466,8701.7,8915.09,9198.98,8466,8701.7,70676.88926,70676.88926
2020/1/18,8913.27,8988.88,8806.38,8915.96,8913.27,8988.88,8806.38,8915.96,38294.74655,38294.74655
2020/1/17,8720.15,9041.65,8672.44,8913.28,8720.15,9041.65,8672.44,8913.28,70897.73738,70897.73738
2020/1/16,8820.01,8859.81,8586,8720.01,8820.01,8859.81,8586,8720.01,51991.07428,51991.07428
2020/1/15,8814.64,8916.48,8564,8821.41,8814.64,8916.48,8564,8821.41,84816.29761,84816.29761
2020/1/14,8110.34,8880,8105.54,8810.01,8110.34,8880,8105.54,8810.01,120399.1267,120399.1267
2020/1/13,8184.97,8196,8055.89,8110.34,8184.97,8196,8055.89,8110.34,31159.75568,31159.75568
2020/1/12,8020.01,8197,7960,8184.98,8020.01,8197,7960,8184.98,38131.49434,38131.49434
2020/1/11,8198.86,8286.34,8003.16,8020.01,8198.86,8286.34,8003.16,8020.01,54810.03267,54810.03267
2020/1/10,7817.74,8199,7672,8197.02,7817.74,8199,7672,8197.02,82406.77745,82406.77745
2020/1/9,8054.72,8055.96,7750,7817.76,8054.72,8055.96,7750,7817.76,64239.51983,64239.51983
2020/1/8,8145.92,8455,7870,8055.98,8145.92,8455,7870,8055.98,112622.6426,112622.6426
2020/1/7,7758.9,8207.68,7723.71,8145.28,7758.9,8207.68,7723.71,8145.28,91171.68466,91171.68466
2020/1/6,7357.64,7795.34,7346.76,7758,7357.64,7795.34,7346.76,7758,54635.69532,54635.69532
2020/1/5,7354.19,7495,7318,7358.75,7354.19,7495,7318,7358.75,38331.0856,38331.0856
2020/1/4,7345,7404,7272.21,7354.11,7345,7404,7272.21,7354.11,29987.97498,29987.97498
2020/1/3,6965.49,7405,6871.04,7344.96,6965.49,7405,6871.04,7344.96,68428.50045,68428.50045
2020/1/2,7200.77,7212.5,6924.74,6965.71,7200.77,7212.5,6924.74,6965.71,31951.48393,31951.48393
2020/1/1,7195.24,7255,7175.15,7200.85,7195.24,7255,7175.15,7200.85,16792.38817,16792.38817
2019/12/31,7246,7320,7145.01,7195.23,7246,7320,7145.01,7195.23,25954.45353,25954.45353
2019/12/30,7388.43,7408.24,7220,7246,7388.43,7408.24,7220,7246,29605.91178,29605.91178
2019/12/29,7315.36,7528.45,7288,7388.24,7315.36,7528.45,7288,7388.24,31387.10609,31387.10609
2019/12/28,7254.77,7365.01,7238.67,7316.14,7254.77,7365.01,7238.67,7316.14,26848.9822,26848.9822
2019/12/27,7202,7275.86,7076.42,7254.74,7202,7275.86,7076.42,7254.74,33642.70186,33642.70186
2019/12/26,7205.01,7435,7157.12,7202,7205.01,7435,7157.12,7202,36259.76108,36259.76108
2019/12/25,7255.77,7271.77,7128.86,7204.63,7255.77,7271.77,7128.86,7204.63,27492.04432,27492.04432
2019/12/24,7317.3,7436.68,7157.04,7255.77,7317.3,7436.68,7157.04,7255.77,43629.49419,43629.49419
2019/12/23,7500.71,7695.38,7265.84,7317.09,7500.71,7695.38,7265.84,7317.09,68051.9972,68051.9972
2019/12/22,7131.59,7518.54,7122.47,7501.44,7131.59,7518.54,7122.47,7501.44,39137.45515,39137.45515
2019/12/21,7188.01,7190.58,7105,7132.75,7188.01,7190.58,7105,7132.75,19467.17403,19467.17403
2019/12/20,7151.31,7220,7079.5,7187.83,7151.31,7220,7079.5,7187.83,32132.06921,32132.06921
2019/12/19,7277.83,7380,7038.31,7150.3,7277.83,7380,7038.31,7150.3,55509.04908,55509.04908
2019/12/18,6623.84,7440,6435,7277.83,6623.84,7440,6435,7277.83,95636.65125,95636.65125
2019/12/17,6891.44,6942.21,6560,6623.82,6891.44,6942.21,6560,6623.82,53865.06993,53865.06993
2019/12/16,7119.6,7150,6836,6891.72,7119.6,7150,6836,6891.72,43863.99306,43863.99306
2019/12/15,7064.14,7200.3,7008.35,7118.59,7064.14,7200.3,7008.35,7118.59,26395.77814,26395.77814
2019/12/14,7257.37,7271.77,7012,7064.05,7257.37,7271.77,7012,7064.05,29561.98597,29561.98597
2019/12/13,7197.76,7309.05,7190.76,7258.48,7197.76,7309.05,7190.76,7258.48,27609.8738,27609.8738
2019/12/12,7210,7295,7080.3,7198.08,7210,7295,7080.3,7198.08,42288.60093,42288.60093
2019/12/11,7224.15,7275.5,7125.66,7210,7224.15,7275.5,7125.66,7210,30093.09194,30093.09194
2019/12/10,7338.64,7407.6,7157.1,7224.13,7338.64,7407.6,7157.1,7224.13,49723.76214,49723.76214
2019/12/9,7510.11,7650,7273,7338.64,7510.11,7650,7273,7338.64,46621.88749,46621.88749
2019/12/8,7487.31,7564,7374.86,7510.11,7487.31,7564,7374.86,7510.11,29856.89763,29856.89763
2019/12/7,7527.8,7619.62,7470.16,7488.21,7527.8,7619.62,7470.16,7488.21,31498.68417,31498.68417
2019/12/6,7389,7590.03,7305,7527.47,7389,7590.03,7305,7527.47,48189.08794,48189.08794
2019/12/5,7194.59,7485,7150,7389,7194.59,7485,7150,7389,59306.67886,59306.67886
2019/12/4,7292.71,7750,7067,7194.32,7292.71,7750,7067,7194.32,83147.14914,83147.14914
2019/12/3,7294.42,7400,7241.35,7292.71,7294.42,7400,7241.35,7292.71,33149.47749,33149.47749
2019/12/2,7391.5,7420.56,7151.1,7294.28,7391.5,7420.56,7151.1,7294.28,46330.25604,46330.25604
